AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
RENAISSANCE CHARTER SCHOOL,0.0,18.81,15.35,55.94,49.5,,80.2,54.95,0.0,50.5,0.0,0.0,44.06,0.0,0.0,19.8,10.89,87.62,343000860822,34,QUEENS,2017,,,,,,
RENAISSANCE HIGH SCHOOL-MTT,0.0,0.0,28.54,61.87,58.51,,76.02,58.99,0.0,41.49,0.0,0.0,38.13,0.0,0.0,23.98,3.84,74.1,320800011293,32,BRONX,2017,,,,,,
RENSSELAER JUNIOR/SENIOR HIGH,0.0,10.84,7.34,67.48,44.41,,86.71,4.9,0.0,55.59,0.0,0.0,32.52,0.0,0.0,13.29,65.73,83.92,491200010007,49,RENSSELAER,2017,,,,,,
REPERTORY COMPANY HS FOR THEATRE ART,0.0,0.0,20.45,80.91,87.27,,90.91,54.09,0.0,12.73,0.0,0.0,19.09,0.0,0.0,9.09,2.27,96.82,310200011531,31,NEW YORK,2017,,,,,,
RESEARCH AND SERVICE HIGH SCHOOL,0.0,0.0,87.1,79.32,50.36,,65.94,0.0,0.0,49.64,0.0,0.0,20.68,0.0,0.0,34.06,0.0,27.98,331600011669,33,KINGS,2017,,,,,,
RHINEBECK SENIOR HIGH SCHOOL,0.0,0.0,0.0,15.36,49.74,,90.62,0.0,0.0,50.26,0.0,0.0,84.64,0.0,0.0,9.38,90.89,94.01,131801040001,13,DUTCHESS,2017,,,,,,
RICHARD R GREEN HS OF TEACHING,0.0,0.0,32.24,79.82,68.2,,76.54,58.99,5.04,31.8,0.0,0.0,20.18,94.96,0.0,23.46,0.0,69.52,310200011580,31,NEW YORK,2017,,,,,,
RICHFIELD SPRINGS ELEMENTARY SCHOOL,0.0,0.0,0.0,36.36,54.55,,0.0,0.0,0.0,45.45,0.0,0.0,63.64,0.0,0.0,0.0,0.0,93.94,472001040001,47,OTSEGO,2017,,,,,,
RICHFIELD SPRINGS JR/SR HIGH SCHOOL,0.0,0.0,0.0,41.58,44.55,,83.17,0.0,0.0,55.45,0.0,0.0,58.42,0.0,0.0,16.83,0.0,87.13,472001040002,47,OTSEGO,2017,,,,,,
RICHMOND HILL HIGH SCHOOL,0.8,34.48,13.02,76.89,41.7,,85.75,45.14,16.6,58.3,0.0,0.0,23.11,83.4,0.0,14.25,6.18,68.4,342700011475,34,QUEENS,2017,,,,,,
RIVERDALE/KINGSBRIDGE (MS/HS 141),0.0,0.0,11.56,49.84,43.65,,83.39,56.84,0.81,56.35,0.0,0.0,50.16,24.27,0.0,16.61,22.15,90.55,321000011141,32,BRONX,2017,,,,,,
RIVERHEAD SENIOR HIGH SCHOOL,0.0,0.97,14.53,42.41,45.59,,88.59,33.07,10.83,54.41,0.32,0.0,57.59,89.17,25.23,11.41,49.48,80.35,580602040008,58,SUFFOLK,2017,,,,,,
RIVERSIDE HIGH SCHOOL,0.0,0.0,28.4,91.06,41.31,,84.81,64.05,4.67,58.69,0.0,0.0,8.94,95.33,0.0,15.19,5.36,76.66,662300010050,66,WESTCHESTER,2017,,,,,,
RIVERSIDE INSTITUTE OF TECHNOLOGY,0.0,19.83,35.66,70.76,49.22,,80.31,30.53,22.11,50.78,0.0,0.0,29.24,77.89,0.0,19.69,6.56,38.52,140600010108,14,ERIE,2017,,,,,,
ROADS CHARTER SCHOOL I,0.0,0.0,66.11,68.62,54.81,,59.41,27.2,2.51,45.19,0.0,0.0,20.92,35.98,0.0,40.59,0.0,18.83,332300861007,33,KINGS,2017,,,,,,
ROADS CHARTER SCHOOL II,0.0,0.0,20.0,69.12,47.65,,57.35,55.29,12.65,52.35,0.0,0.0,30.88,87.35,0.0,42.65,0.0,11.76,321200861010,32,BRONX,2017,,,,,,
ROBERT F KENNEDY COMMUNITY HS,0.0,33.18,5.13,78.73,42.23,,81.45,34.84,6.49,57.77,0.0,0.0,21.27,93.51,0.0,18.55,19.31,83.71,342500011670,34,QUEENS,2017,,,,,,
ROBERT F WAGNER JR SECONDARY SCHOOL,0.0,18.56,0.0,81.44,49.13,,87.34,67.25,0.0,50.87,0.0,0.0,18.56,0.0,0.0,12.66,3.93,93.23,342400011560,34,QUEENS,2017,,,,,,
ROBERT H GODDARD HS-COMM/TECH,2.1,28.02,4.55,74.61,54.12,,84.76,43.08,0.0,45.88,0.0,0.0,25.39,0.0,0.0,15.24,17.16,92.64,342700011308,34,QUEENS,2017,,,,,,
ROCHESTER ACADEMY CHARTER SCHOOL,0.0,0.0,66.01,17.24,61.58,,0.0,2.46,0.0,38.42,0.0,0.0,2.46,0.0,0.0,0.0,14.78,93.6,261600860910,26,MONROE,2017,,,,,,
ROCHESTER CAREER MENTORING CHARTER,0.0,0.0,73.83,0.0,65.42,,0.0,9.35,0.0,34.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59,261600861019,26,MONROE,2017,,,,,,
ROCHESTER EARLY COLLEGE INTERNA HS,0.0,5.81,68.9,81.1,63.08,,89.83,15.99,3.49,36.92,0.0,0.0,18.9,47.67,0.0,10.17,6.1,81.69,261600010102,26,MONROE,2017,,,,,,
ROCKAWAY COLLEGIATE HIGH SCHOOL,0.0,0.0,53.43,64.18,52.84,,80.6,37.01,4.18,47.16,0.0,0.0,35.82,38.21,0.0,19.4,0.0,65.97,342700011351,34,QUEENS,2017,,,,,,
ROCKAWAY PARK HS-ENVIORNMENT SUSTAIN,0.0,0.0,43.99,65.51,43.99,,74.37,34.81,1.58,56.01,0.0,0.0,34.49,26.27,0.0,25.63,9.81,69.62,342700011324,34,QUEENS,2017,,,,,,
ROCKY POINT HIGH SCHOOL,0.0,0.0,0.0,24.98,49.2,,85.62,6.62,0.0,50.8,0.0,0.0,75.02,0.0,0.0,14.38,90.35,97.26,580209020002,58,SUFFOLK,2017,,,,,,
ROME FREE ACADEMY,0.0,0.92,9.02,52.01,48.39,,79.26,4.48,0.0,51.61,0.0,0.92,47.99,0.0,0.0,20.74,82.62,81.57,411800010020,41,ONEIDA,2017,,,,,,
ROMULUS CENTRAL SCHOOL,0.0,0.0,0.0,37.4,53.66,,0.0,0.0,0.0,46.34,0.0,0.0,62.6,0.0,0.0,0.0,0.0,87.8,560603040001,56,SENECA,2017,,,,,,
RONDOUT VALLEY HIGH SCHOOL,0.0,0.0,0.0,46.11,49.69,,82.24,5.61,0.0,50.31,0.0,0.0,53.89,0.0,0.0,17.76,90.19,91.74,620901060001,62,ULSTER,2017,,,,,,
ROOSEVELT HIGH SCHOOL,0.0,0.0,59.98,60.75,48.03,,89.25,39.36,15.02,51.97,0.0,0.0,39.25,84.98,0.0,10.75,0.66,72.92,280208030005,28,NASSAU,2017,,,,,,
ROOSEVELT HIGH SCHOOL - EARLY COLLEG,0.0,0.0,33.33,84.58,47.43,,86.56,49.41,8.3,52.57,0.0,0.0,15.42,91.7,0.0,13.44,11.59,85.77,662300010043,66,WESTCHESTER,2017,,,,,,
ROSCOE CENTRAL SCHOOL,0.0,0.0,0.0,42.53,41.38,,39.08,0.0,0.0,58.62,0.0,0.0,57.47,0.0,0.0,11.49,0.0,98.85,591301040001,59,SULLIVAN,2017,,,,,,
ROSLYN HIGH SCHOOL,0.0,16.68,1.76,14.44,45.17,,93.27,2.63,0.0,54.83,0.0,0.0,85.56,0.0,0.0,6.73,75.02,97.66,280403030008,28,NASSAU,2017,,,,,,
ROXBURY CENTRAL SCHOOL,0.0,0.0,0.0,48.54,54.37,,71.84,0.0,0.0,45.63,0.0,0.0,51.46,0.0,0.0,28.16,0.0,86.41,121502040001,12,DELAWARE,2017,,,,,,
ROY C KETCHAM SENIOR HIGH SCH,0.0,2.06,6.5,26.2,49.92,,90.09,15.48,0.65,50.08,0.0,0.0,73.8,49.49,0.0,9.91,68.92,90.69,132101060011,13,DUTCHESS,2017,,,,,,
ROYALTON-HARTLAND HIGH SCHOOL,0.0,0.0,0.0,26.03,49.02,,93.06,0.0,0.0,50.98,0.0,0.0,73.97,0.0,0.0,6.94,68.76,96.1,401201060003,40,NIAGARA,2017,,,,,,
RUSH-HENRIETTA SENIOR HIGH SCHOOL,0.0,10.47,15.89,35.53,47.35,,90.09,5.73,1.91,52.65,0.0,0.0,64.47,73.15,0.0,9.91,66.26,92.98,261701060013,26,MONROE,2017,,,,,,
RYE HIGH SCHOOL,0.0,4.1,1.4,3.2,46.9,,92.6,7.6,0.0,53.1,0.0,0.0,96.8,0.0,0.0,7.4,85.0,98.2,661800010004,66,WESTCHESTER,2017,,,,,,
RYE NECK SENIOR HIGH SCHOOL,0.0,4.25,2.55,17.41,48.41,,88.11,16.99,0.0,51.59,0.0,2.12,82.59,0.0,0.0,11.89,69.0,97.03,661901030002,66,WESTCHESTER,2017,,,,,,
S S SEWARD INSTITUTE,0.0,0.0,0.0,24.34,50.94,,21.72,16.48,0.0,49.06,0.0,0.0,75.66,0.0,0.0,3.0,71.16,96.63,442115020001,44,ORANGE,2017,,,,,,
SACHEM HIGH SCHOOL EAST,0.0,5.62,0.0,20.71,50.15,,90.57,8.18,1.68,49.85,0.0,0.0,79.29,98.32,0.0,9.43,83.1,94.8,580205060020,58,SUFFOLK,2017,,,,,,
SACHEM HIGH SCHOOL NORTH,0.0,4.53,0.36,23.61,50.22,,90.84,9.25,0.0,49.78,0.0,0.0,76.39,0.0,0.0,9.16,83.53,94.03,580205060019,58,SUFFOLK,2017,,,,,,
SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,37.27,44.1,,44.72,0.0,0.0,55.9,0.0,0.0,62.73,0.0,0.0,8.7,0.0,90.68,221001040001,22,JEFFERSON,2017,,,,,,
SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,24.47,0.0,0.0,47.13,48.94,,87.61,0.0,0.0,51.06,0.0,0.0,52.87,0.0,0.0,12.39,58.91,80.06,43200050002,4,CATTARAUGUS,2017,,,,,,
SALEM HIGH SCHOOL,0.0,0.0,0.0,51.66,55.63,,0.0,0.0,0.0,44.37,0.0,0.0,48.34,0.0,0.0,0.0,0.0,80.79,641501040001,64,WASHINGTON,2017,,,,,,
SALMON RIVER HIGH SCHOOL,65.3,0.0,0.0,77.11,53.49,,81.2,0.0,0.0,46.51,0.0,0.0,22.89,0.0,0.0,18.8,0.0,82.65,161201040002,16,FRANKLIN,2017,,,,,,
SANDY CREEK HIGH SCHOOL,0.0,0.0,0.0,54.42,50.88,,86.73,0.0,0.0,49.12,0.0,0.0,45.58,0.0,0.0,13.27,0.0,95.58,461901040001,46,OSWEGO,2017,,,,,,
SANFORD H CALHOUN HIGH SCHOOL,0.0,4.37,0.0,10.53,49.14,,86.74,4.84,0.0,50.86,0.0,0.0,89.47,0.0,0.0,13.26,87.6,96.88,280253070005,28,NASSAU,2017,,,,,,
SARANAC HIGH SCHOOL,0.0,0.0,0.0,36.7,56.65,,83.49,0.0,0.0,43.35,0.0,0.0,63.3,0.0,0.0,16.51,0.0,91.97,91402060005,9,CLINTON,2017,,,,,,
SARANAC LAKE SENIOR HIGH SCHOOL,0.0,0.0,0.0,33.64,45.91,,84.55,0.0,0.0,54.09,0.0,0.0,66.36,0.0,0.0,15.45,0.0,90.91,161401060002,16,FRANKLIN,2017,,,,,,
SARATOGA SPRINGS HIGH SCHOOL,0.0,1.1,2.39,19.33,48.11,,91.98,2.72,0.48,51.89,0.0,0.81,80.67,50.12,0.0,8.02,91.98,93.17,521800010010,52,SARATOGA,2017,,,,,,
SATELLITE ACADEMY HIGH SCHOOL,0.0,0.0,18.55,79.1,60.55,,79.53,61.83,4.26,39.45,0.0,0.0,20.9,65.25,0.0,20.47,1.07,28.36,310200011570,31,NEW YORK,2017,,,,,,
SAUGERTIES SENIOR HIGH SCHOOL,0.0,0.0,0.56,42.67,48.71,,83.87,8.29,0.0,51.29,0.0,2.8,57.33,0.0,0.0,16.13,83.99,83.31,621601060007,62,ULSTER,2017,,,,,,
SAUNDERS TRADES & TECH SR HIGH SCH,0.0,4.94,13.8,82.27,44.79,,86.56,52.19,0.0,55.21,0.0,0.0,17.73,0.0,0.0,13.44,27.15,97.44,662300010040,66,WESTCHESTER,2017,,,,,,
SAUQUOIT VALLEY HIGH SCHOOL,0.0,0.0,0.0,30.93,48.65,,90.69,0.0,0.0,51.35,0.0,0.0,69.07,0.0,0.0,9.31,91.59,93.99,411603040003,41,ONEIDA,2017,,,,,,
SAYVILLE HIGH SCHOOL,0.0,0.0,0.0,13.27,50.46,,89.67,4.26,0.0,49.54,0.0,0.0,86.73,0.0,0.0,10.33,93.01,98.07,580504030004,58,SUFFOLK,2017,,,,,,
SCARSDALE SENIOR HIGH SCHOOL,0.0,13.96,1.62,0.0,49.45,,88.62,8.08,0.0,50.55,0.0,3.49,0.0,0.0,0.0,11.38,72.85,99.16,662001030010,66,WESTCHESTER,2017,,,,,,
SCH FOR CLASSICS: AN ACADEMY-TWP,0.0,0.0,62.08,82.16,59.85,,78.44,23.05,8.18,40.15,0.0,0.0,17.84,65.8,0.0,21.56,0.0,73.98,331900011683,33,KINGS,2017,,,,,,
SCHALMONT HIGH SCHOOL,0.0,1.7,1.36,24.49,50.68,,87.24,3.06,0.0,49.32,0.0,1.02,75.51,0.0,0.0,12.76,88.61,91.84,530501060006,53,SCHENECTADY,2017,,,,,,
SCHENECTADY HIGH SCHOOL,0.0,14.64,35.19,73.28,48.35,,84.28,15.2,2.07,51.65,0.0,0.49,26.72,97.93,0.0,15.72,29.83,64.43,530600010025,53,SCHENECTADY,2017,,,,,,
SCHENEVUS CENTRAL SCHOOL,0.0,0.0,0.0,41.9,55.24,,77.14,0.0,0.0,44.76,0.0,0.0,58.1,0.0,0.0,22.86,0.0,92.38,470901040001,47,OTSEGO,2017,,,,,,
SCHOHARIE HIGH SCHOOL,0.0,0.0,0.0,37.98,60.08,,86.05,0.0,0.0,39.92,0.0,0.0,62.02,0.0,0.0,13.95,0.0,87.6,541201040003,54,SCHOHARIE,2017,,,,,,
SCHOLARS' ACADEMY,0.0,20.55,18.86,53.39,60.38,,0.0,6.36,0.0,39.62,0.0,0.0,46.61,0.0,0.0,0.0,36.23,99.79,342700010323,34,QUEENS,2017,,,,,,
SCHOOL 58-WORLD OF INQUIRY SCHOOL,0.0,0.0,75.56,64.44,51.11,,88.25,12.06,0.0,48.89,0.0,0.0,35.56,0.0,0.0,11.75,0.0,91.43,261600010058,26,MONROE,2017,,,,,,
SCHOOL 7-OCEANSIDE SENIOR HS,0.0,2.74,1.4,13.29,49.68,,89.8,15.04,0.35,50.32,0.0,0.58,86.71,24.26,0.0,10.2,78.66,96.73,280211030010,28,NASSAU,2017,,,,,,
SCHOOL FOR DEMOCRACY & LDRSHP,0.0,0.0,88.3,63.02,47.92,,78.49,0.0,0.0,52.08,0.0,0.0,36.98,0.0,0.0,21.51,0.0,61.89,331700011533,33,KINGS,2017,,,,,,
SCHOOL FOR EXCELLENCE,0.0,0.0,5.29,84.12,43.73,,71.59,72.98,31.48,56.27,0.0,0.0,15.88,68.52,0.0,28.41,0.0,61.84,320900011404,32,BRONX,2017,,,,,,
SCHOOL FOR HUMAN RIGHTS (THE),0.0,0.0,90.3,77.24,49.25,,84.33,2.61,1.87,50.75,0.0,0.0,22.76,25.37,0.0,15.67,0.0,79.85,331700011531,33,KINGS,2017,,,,,,
SCHOOL FOR INTERNATIONAL STUDIES,0.0,0.0,46.27,69.78,54.1,,69.03,36.57,4.85,45.9,0.0,0.0,30.22,38.43,0.0,8.96,4.48,77.24,331500011497,33,KINGS,2017,,,,,,
SCHOOL FOR LEGAL STUDIES,0.0,0.0,23.23,83.33,50.17,,84.18,55.05,19.36,49.83,0.0,0.0,16.67,80.64,0.0,15.82,0.0,61.78,331400011477,33,KINGS,2017,,,,,,
SCHOOL FOR TOURISM AND HOSPITALITY,0.0,0.0,27.93,84.23,63.06,,76.13,52.25,9.91,34.68,0.0,0.0,13.51,55.86,0.0,21.62,0.0,61.26,320800011559,32,BRONX,2017,,,,,,
SCHOOL OF THE ARTS,0.0,2.08,54.49,67.23,59.82,,89.6,14.56,0.0,40.18,0.0,0.0,32.77,0.0,0.0,10.4,22.24,86.61,261600010074,26,MONROE,2017,,,,,,
SCHOOL OF THE FUTURE HIGH SCHOOL,0.0,9.69,10.47,28.01,53.4,,85.6,31.41,0.0,46.6,0.0,3.4,71.99,0.0,0.0,14.4,35.86,97.38,310200010413,31,NEW YORK,2017,,,,,,
SCHOOL WITHOUT WALLS,0.0,0.0,52.43,84.64,63.3,,66.67,29.21,0.0,36.7,0.0,0.0,15.36,0.0,0.0,8.61,0.0,83.15,261600010069,26,MONROE,2017,,,,,,
SCHROON LAKE CENTRAL SCHOOL,0.0,0.0,0.0,58.82,48.53,,0.0,0.0,0.0,51.47,0.0,0.0,41.18,0.0,0.0,0.0,0.0,94.12,151401040001,15,ESSEX,2017,,,,,,
SCHUYLERVILLE HIGH SCHOOL,0.0,0.0,0.0,28.09,49.37,,91.59,0.0,0.0,50.63,0.0,0.0,71.91,0.0,0.0,8.41,72.99,93.2,521701040002,52,SARATOGA,2017,,,,,,
SCHUYLERVILLE PREPARATORY HIGH SCHOO,0.0,0.0,13.04,72.46,53.62,,82.61,75.36,10.14,46.38,0.0,0.0,27.54,89.86,0.0,17.39,0.0,64.49,320800011348,32,BRONX,2017,,,,,,
SCIENCE SKILLS CENTER HIGH SCHOOL,0.0,4.8,73.14,77.29,45.2,,83.19,15.5,1.53,54.8,0.0,0.0,22.71,17.69,0.0,16.81,0.0,82.31,331300011419,33,KINGS,2017,,,,,,
"SCIENCE, TECH & RESEARCH HIGH SCH",0.0,3.76,88.09,81.5,46.71,,0.0,0.0,0.0,53.29,0.0,0.0,18.5,0.0,0.0,0.0,0.0,97.81,331700011543,33,KINGS,2017,,,,,,
SCIO CENTRAL SCHOOL,0.0,0.0,0.0,55.06,57.3,,0.0,0.0,0.0,42.7,0.0,0.0,44.94,0.0,0.0,0.0,0.0,97.75,22401040003,2,ALLEGANY,2017,,,,,,
SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,0.0,1.64,3.15,26.45,46.6,,86.15,1.26,0.0,53.4,0.0,0.0,73.55,0.0,0.0,13.85,90.68,89.42,530202060006,53,SCHENECTADY,2017,,,,,,
SEAFORD SENIOR HIGH SCHOOL,0.0,0.0,0.0,9.29,51.14,,86.68,6.73,0.0,48.86,0.0,0.0,90.71,0.0,0.0,13.32,89.64,95.83,280206030006,28,NASSAU,2017,,,,,,
SECONDARY SCHOOL FOR JOURNALISM,0.0,5.58,46.51,78.6,64.19,,86.05,37.67,6.98,35.81,0.0,0.0,21.4,73.49,0.0,13.95,2.33,72.56,331500011463,33,KINGS,2017,,,,,,
SEWANHAKA HIGH SCHOOL,0.0,21.27,31.35,48.92,47.2,,90.96,28.77,2.07,52.8,0.0,0.0,51.08,72.95,0.0,9.04,9.65,91.82,280252070006,28,NASSAU,2017,,,,,,
SHAKER HIGH SCHOOL,0.0,12.94,7.18,18.6,49.45,,88.95,4.14,0.0,50.55,0.0,1.26,81.4,0.0,0.0,11.05,74.49,93.98,10623060010,1,ALBANY,2017,,,,,,
SHARON SPRINGS CENTRAL SCHOOL,0.0,0.0,0.0,50.47,43.93,,14.02,0.0,0.0,56.07,0.0,0.0,49.53,0.0,0.0,4.67,0.0,85.05,541401040001,54,SCHOHARIE,2017,,,,,,
SHELTER ISLAND SCHOOL,0.0,0.0,0.0,20.29,44.93,,0.0,0.0,0.0,39.13,0.0,0.0,34.78,0.0,0.0,0.0,37.68,89.86,580701020001,58,SUFFOLK,2017,,,,,,
SHENENDEHOWA HIGH SCHOOL,0.0,5.98,2.89,13.43,48.03,,90.87,4.14,0.0,51.97,0.0,0.36,86.57,0.0,0.0,9.13,84.9,92.78,520302060001,52,SARATOGA,2017,,,,,,
SHERBURNE-EARLVILLE SENIOR HIGH SCH,0.0,0.0,0.0,46.12,52.94,,79.29,0.0,0.0,47.06,0.0,0.0,53.88,0.0,0.0,20.71,0.0,89.41,82001040004,8,CHENANGO,2017,,,,,,
SHERMAN HIGH SCHOOL,0.0,0.0,0.0,48.73,50.0,,83.54,0.0,0.0,50.0,0.0,0.0,51.27,0.0,0.0,16.46,0.0,93.67,62601040003,6,CHAUTAUQUA,2017,,,,,,
SHOREHAM-WADING RIVER HIGH SCHOOL,0.0,1.67,0.72,6.08,46.96,,84.39,3.34,0.0,53.04,0.0,0.0,93.92,0.0,0.0,15.61,90.94,98.69,580601040005,58,SUFFOLK,2017,,,,,,
SIDNEY HIGH SCHOOL,0.0,0.0,0.0,50.43,49.0,,86.04,0.0,0.0,51.0,0.0,0.0,49.57,0.0,0.0,13.96,92.02,89.17,121601060006,12,DELAWARE,2017,,,,,,
SILVER CREEK HIGH SCHOOL,14.38,0.0,0.0,45.48,49.16,,86.29,0.0,0.0,50.84,0.0,3.34,54.52,0.0,0.0,13.71,74.58,88.96,61501040001,6,CHAUTAUQUA,2017,,,,,,
SKANEATELES SENIOR HIGH SCHOOL,0.0,0.0,0.0,7.28,48.43,,93.5,0.0,0.0,51.57,0.0,0.0,92.72,0.0,0.0,6.5,22.64,98.43,421601060002,42,ONONDAGA,2017,,,,,,
SLEEPY HOLLOW HIGH SCHOOL,0.0,0.0,5.19,55.42,48.98,,91.76,55.98,7.0,51.02,0.0,0.0,44.58,93.0,0.0,8.24,33.07,91.31,660401030003,66,WESTCHESTER,2017,,,,,,
SMITHTOWN HIGH SCHOOL-EAST,0.0,4.34,0.59,8.27,50.73,,91.26,5.1,0.0,49.27,0.0,0.0,91.73,0.0,0.0,8.74,89.27,97.13,580801060014,58,SUFFOLK,2017,,,,,,
SMITHTOWN HIGH SCHOOL-WEST,0.0,3.87,0.29,6.4,47.3,,88.62,5.52,1.58,52.7,0.0,0.0,93.6,73.65,0.0,11.38,88.15,96.3,580801060022,58,SUFFOLK,2017,,,,,,
SODUS JR/SR HIGH SCHOOL,0.0,0.0,12.78,50.0,51.11,,88.61,11.39,0.0,48.89,0.0,5.83,50.0,0.0,0.0,11.39,68.61,81.94,651201060003,65,WAYNE,2017,,,,,,
SOLVAY HIGH SCHOOL,0.0,0.0,1.33,46.49,47.06,,87.48,0.0,0.0,52.94,0.0,2.09,53.51,0.0,0.0,12.52,89.75,93.55,420702030004,42,ONONDAGA,2017,,,,,,
SOMERS SENIOR HIGH SCHOOL,0.0,0.0,1.41,7.86,52.47,,88.78,3.53,0.0,47.53,0.0,0.0,92.14,0.0,0.0,11.22,91.87,97.88,662101060001,66,WESTCHESTER,2017,,,,,,
SOUTH BRONX PREPARATORY,0.0,0.0,20.0,42.54,46.35,,80.32,68.57,0.0,53.65,0.0,0.0,6.98,0.0,0.0,19.68,0.0,94.29,320700011221,32,BRONX,2017,,,,,,
SOUTH BROOKLYN COMM HIGH SCHOOL,0.0,0.0,19.87,78.48,41.72,,70.2,58.94,3.31,58.28,0.0,0.0,21.52,47.02,0.0,29.8,2.98,15.89,331500011698,33,KINGS,2017,,,,,,
SOUTH GLENS FALLS SENIOR HIGH SCHOOL,0.0,0.0,0.0,27.53,47.22,,88.57,1.39,0.0,52.78,0.0,0.0,72.47,0.0,0.0,11.43,96.52,86.88,521401040007,52,SARATOGA,2017,,,,,,
SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,47.06,49.58,,82.52,2.35,0.0,50.42,0.0,0.0,52.94,0.0,0.0,17.48,69.08,91.43,220101040002,22,JEFFERSON,2017,,,,,,
SOUTH KORTRIGHT CENTRAL SCHOOL,0.0,0.0,0.0,41.74,53.91,,66.96,0.0,0.0,46.09,0.0,0.0,58.26,0.0,0.0,14.78,50.43,96.52,121702040001,12,DELAWARE,2017,,,,,,
SOUTH LEWIS HIGH SCHOOL,0.0,0.0,0.0,60.42,55.83,,80.92,0.0,0.0,44.17,0.0,0.0,39.58,0.0,0.0,19.08,45.23,90.81,231101040007,23,LEWIS,2017,,,,,,
SOUTH PARK HIGH SCHOOL,0.0,1.71,25.4,59.27,47.91,,77.71,17.04,6.43,52.09,0.0,0.0,40.73,93.57,0.0,22.29,51.13,64.84,140600010110,14,ERIE,2017,,,,,,
SOUTH SENECA MIDDLE/HIGH SCHOOL,0.0,0.0,0.0,50.0,47.13,,84.43,0.0,0.0,52.87,0.0,0.0,50.0,0.0,0.0,15.57,45.08,86.48,560501040004,56,SENECA,2017,,,,,,
SOUTH SIDE HIGH SCHOOL,0.0,0.66,6.47,15.93,50.23,,88.0,13.21,0.0,49.77,0.0,0.94,84.07,0.0,0.0,12.0,75.35,98.41,280221030001,28,NASSAU,2017,,,,,,
SOUTHAMPTON HIGH SCHOOL,4.31,1.16,2.99,34.66,48.42,,87.56,31.67,5.8,51.58,0.0,0.0,65.34,72.97,0.0,12.44,54.39,88.06,580906030003,58,SUFFOLK,2017,,,,,,
SOUTHERN CAYUGA 7-12 SECONDARY SCH,0.0,0.0,0.0,39.8,45.92,,0.0,0.0,0.0,54.08,0.0,0.0,60.2,0.0,0.0,0.0,37.76,90.82,50701040005,5,CAYUGA,2017,,,,,,
SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,19.44,43.21,,84.57,0.0,5.25,56.79,0.0,0.0,80.56,69.75,0.0,15.43,82.41,89.81,581005020003,58,SUFFOLK,2017,,,,,,
SOUTHWESTERN SENIOR HIGH SCHOOL,0.0,0.0,0.0,23.65,50.9,,93.47,0.0,0.0,49.1,0.0,0.0,76.35,0.0,0.0,6.53,65.99,93.92,60201060003,6,CHAUTAUQUA,2017,,,,,,
SPACKENKILL HIGH SCHOOL,0.0,14.6,0.0,17.55,50.69,,88.17,13.21,0.0,49.31,0.0,0.0,82.45,0.0,0.0,11.83,60.75,97.83,131602020005,13,DUTCHESS,2017,,,,,,
SPECIAL MUSIC SCHOOL,0.0,19.61,19.61,23.53,45.1,,74.51,9.8,0.0,54.9,0.0,17.65,76.47,0.0,0.0,25.49,33.33,98.04,310300011859,31,NEW YORK,2017,,,,,,
SPENCER-VAN ETTEN HIGH SCHOOL,0.0,0.0,0.0,35.1,46.94,,89.39,0.0,0.0,53.06,0.0,0.0,64.9,0.0,0.0,10.61,0.0,96.73,600801040002,60,TIOGA,2017,,,,,,
SPENCERPORT HIGH SCHOOL,0.0,2.57,2.17,27.77,47.59,,89.33,5.22,0.0,52.41,0.0,4.17,72.23,0.0,0.0,10.67,83.63,92.86,261001060001,26,MONROE,2017,,,,,,
SPRING VALLEY HIGH SCHOOL,0.0,2.15,49.66,76.89,47.08,,87.63,43.04,24.83,52.92,0.0,0.0,23.11,75.17,0.0,12.37,4.38,67.1,500402060014,50,ROCKLAND,2017,,,,,,
ST LAWRENCE HIGH SCHOOL,0.0,0.0,0.0,51.77,41.13,,88.3,0.0,0.0,58.87,0.0,0.0,48.23,0.0,0.0,11.7,72.7,85.11,510101040003,51,SAINT LAWRENCE,2017,,,,,,
ST REGIS FALLS CENTRAL SCHOOL,0.0,0.0,0.0,60.24,30.12,,30.12,0.0,0.0,33.73,0.0,0.0,39.76,0.0,0.0,7.23,0.0,87.95,161801040001,16,FRANKLIN,2017,,,,,,
